Old feature-request id 758098 is mapped to new feature-request id ( 1),[openhpi:feature-requests]  #1 add openhpi.conf to build system,1@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/1/
Old feature-request id 758101 is mapped to new feature-request id ( 2),[openhpi:feature-requests]  #2 Forward Port OpenIPMI module,2@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/2/
Old feature-request id 758104 is mapped to new feature-request id ( 3),[openhpi:feature-requests]  #3 define function doc standard,3@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/3/
Old feature-request id 758105 is mapped to new feature-request id ( 4),[openhpi:feature-requests]  #4 Release Docs,4@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/4/
Old feature-request id 783711 is mapped to new feature-request id ( 5),[openhpi:feature-requests]  #5 Pass alternate openhpi.conf file name and locatin on load,5@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/5/
Old feature-request id 784920 is mapped to new feature-request id ( 6),[openhpi:feature-requests]  #6 enhance configuration file,6@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/6/
Old feature-request id 785149 is mapped to new feature-request id ( 7),[openhpi:feature-requests]  #7 Show results step-by-step,7@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/7/
Old feature-request id 785160 is mapped to new feature-request id ( 8),[openhpi:feature-requests]  #8 be distnct between DSEL or RSEL,8@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/8/
Old feature-request id 795380 is mapped to new feature-request id ( 9),[openhpi:feature-requests]  #9 Move IP Address of Remote Machine to 'openhpi.conf',9@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/9/
Old feature-request id 795391 is mapped to new feature-request id ( 10),[openhpi:feature-requests]  #10 Dynamically Build DiscoverResources response from 'openhpid',10@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/10/
Old feature-request id 807912 is mapped to new feature-request id ( 11),[openhpi:feature-requests]  #11 make openhpi thread safe,11@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/11/
Old feature-request id 807928 is mapped to new feature-request id ( 12),[openhpi:feature-requests]  #12 Add Support for Multiple Domains,12@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/12/
Old feature-request id 808042 is mapped to new feature-request id ( 13),[openhpi:feature-requests]  #13 Setting Entity Path Root,13@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/13/
Old feature-request id 808046 is mapped to new feature-request id ( 14),[openhpi:feature-requests]  #14 Persistance for Domain SEL,14@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/14/
Old feature-request id 808052 is mapped to new feature-request id ( 15),[openhpi:feature-requests]  #15 Support Multiple instances,15@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/15/
Old feature-request id 808059 is mapped to new feature-request id ( 16),[openhpi:feature-requests]  #16 IPMI: SEL support,16@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/16/
Old feature-request id 808060 is mapped to new feature-request id ( 17),[openhpi:feature-requests]  #17 Automated rpm build,17@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/17/
Old feature-request id 810945 is mapped to new feature-request id ( 18),[openhpi:feature-requests]  #18 conformance test specification,18@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/18/
Old feature-request id 810947 is mapped to new feature-request id ( 19),[openhpi:feature-requests]  #19 Simulator file hierarchy structure spec,19@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/19/
Old feature-request id 810949 is mapped to new feature-request id ( 20),[openhpi:feature-requests]  #20 Simulator plug-in,20@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/20/
Old feature-request id 812848 is mapped to new feature-request id ( 21),[openhpi:feature-requests]  #21 Update documentation on website,21@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/21/
Old feature-request id 813259 is mapped to new feature-request id ( 22),[openhpi:feature-requests]  #22 Run openhpi from CVS rep,22@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/22/
Old feature-request id 813455 is mapped to new feature-request id ( 23),[openhpi:feature-requests]  #23 Build on splitted directory,23@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/23/
Old feature-request id 819256 is mapped to new feature-request id ( 24),[openhpi:feature-requests]  #24 writing saHpiSensorReadingConvert,24@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/24/
Old feature-request id 822552 is mapped to new feature-request id ( 25),[openhpi:feature-requests]  #25 Builtin plugin,25@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/25/
Old feature-request id 827689 is mapped to new feature-request id ( 26),[openhpi:feature-requests]  #26 Retrieve IPMI SEL from MC,26@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/26/
Old feature-request id 840193 is mapped to new feature-request id ( 27),[openhpi:feature-requests]  #27 Test program for set thresholds,27@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/27/
Old feature-request id 846280 is mapped to new feature-request id ( 28),[openhpi:feature-requests]  #28 Port to libsysfs 0.3.0,28@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/28/
Old feature-request id 846528 is mapped to new feature-request id ( 29),[openhpi:feature-requests]  #29 glib 1.x and glib 2.x,29@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/29/
Old feature-request id 848666 is mapped to new feature-request id ( 30),[openhpi:feature-requests]  #30 example Gui openhpi application,30@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/30/
Old feature-request id 849356 is mapped to new feature-request id ( 31),[openhpi:feature-requests]  #31 Setup One resource per MC model,31@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/31/
Old feature-request id 852058 is mapped to new feature-request id ( 32),[openhpi:feature-requests]  #32 remove RPT entry/RDR from RPT,32@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/32/
Old feature-request id 853733 is mapped to new feature-request id ( 33),[openhpi:feature-requests]  #33 Add ipmi_clear_sel,33@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/33/
Old feature-request id 857126 is mapped to new feature-request id ( 34),[openhpi:feature-requests]  #34 BCE Simulator,34@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/34/
Old feature-request id 857166 is mapped to new feature-request id ( 35),[openhpi:feature-requests]  #35 [SEL]Map IPMI Events to HPI events,35@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/35/
Old feature-request id 858012 is mapped to new feature-request id ( 36),[openhpi:feature-requests]  #36 use glib2.0 instead of glib1.2,36@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/36/
Old feature-request id 858013 is mapped to new feature-request id ( 37),[openhpi:feature-requests]  #37 unit test documentation,37@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/37/
Old feature-request id 858014 is mapped to new feature-request id ( 38),[openhpi:feature-requests]  #38 unit test framework,38@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/38/
Old feature-request id 858428 is mapped to new feature-request id ( 39),[openhpi:feature-requests]  #39 blade center inventory support,39@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/39/
Old feature-request id 860237 is mapped to new feature-request id ( 40),[openhpi:feature-requests]  #40 Inventory Data,40@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/40/
Old feature-request id 860527 is mapped to new feature-request id ( 41),[openhpi:feature-requests]  #41 Event Traps 'ADD' &amp;amp; 'REMOVE' Resource Required By C,41@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/41/
Old feature-request id 861655 is mapped to new feature-request id ( 42),[openhpi:feature-requests]  #42 Support for event log,42@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/42/
Old feature-request id 864886 is mapped to new feature-request id ( 43),[openhpi:feature-requests]  #43 Cleanup infra.,43@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/43/
Old feature-request id 865177 is mapped to new feature-request id ( 44),[openhpi:feature-requests]  #44 Add Rdr's to 'rptcahce',44@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/44/
Old feature-request id 865607 is mapped to new feature-request id ( 45),[openhpi:feature-requests]  #45 Make ipmi plug-in use sensor_id_t,45@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/45/
Old feature-request id 865608 is mapped to new feature-request id ( 46),[openhpi:feature-requests]  #46 Make IPMI plug-in use entity_id_t,46@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/46/
Old feature-request id 865620 is mapped to new feature-request id ( 47),[openhpi:feature-requests]  #47 Use new rptcache instead of own data structure,47@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/47/
Old feature-request id 865623 is mapped to new feature-request id ( 48),[openhpi:feature-requests]  #48 Remove struct oh_resource_id,48@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/48/
Old feature-request id 865625 is mapped to new feature-request id ( 49),[openhpi:feature-requests]  #49 remove 'struct oh_rdr_id',49@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/49/
Old feature-request id 865629 is mapped to new feature-request id ( 50),[openhpi:feature-requests]  #50 remove 'struct oh_domain_id',50@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/50/
Old feature-request id 871525 is mapped to new feature-request id ( 51),[openhpi:feature-requests]  #51 IPMI plug-in should poll consistently,51@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/51/
Old feature-request id 871936 is mapped to new feature-request id ( 52),[openhpi:feature-requests]  #52 Remove -DDEBUG compiler flag,52@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/52/
Old feature-request id 876138 is mapped to new feature-request id ( 53),[openhpi:feature-requests]  #53 IPMI command reader thread,53@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/53/
Old feature-request id 877626 is mapped to new feature-request id ( 54),[openhpi:feature-requests]  #54 IPMI SMI interface,54@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/54/
Old feature-request id 877651 is mapped to new feature-request id ( 55),[openhpi:feature-requests]  #55 Seperate thread for reading SEL,55@feature-requests.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/feature-requests/55/
