Old bug id 738612 is mapped to new bug id (1),[openhpi:bugs]  #1 Error when finalize the HPI,1@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/1/
Old bug id 740834 is mapped to new bug id (2),[openhpi:bugs]  #2 error on open an invalid domain.,2@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/2/
Old bug id 745314 is mapped to new bug id (3),[openhpi:bugs]  #3 Cannot init HPI after fina the HPI.,3@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/3/
Old bug id 751230 is mapped to new bug id (4),[openhpi:bugs]  #4 Error for auto_extract_timeout process,4@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/4/
Old bug id 751231 is mapped to new bug id (5),[openhpi:bugs]  #5 Error on using sleep,5@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/5/
Old bug id 757646 is mapped to new bug id (6),[openhpi:bugs]  #6 Watch dog timer test issue.,6@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/6/
Old bug id 757648 is mapped to new bug id (7),[openhpi:bugs]  #7 Wrong return value in reset control test suite.,7@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/7/
Old bug id 758984 is mapped to new bug id (8),[openhpi:bugs]  #8 Resource ID reduplicated.,8@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/8/
Old bug id 765737 is mapped to new bug id (9),"[openhpi:bugs]  #9 Init error about next_entry_id, in func el_003.c",9@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/9/
Old bug id 768948 is mapped to new bug id (10),[openhpi:bugs]  #10 API saHpiSensorEventEnablesSet error.,10@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/10/
Old bug id 771974 is mapped to new bug id (11),[openhpi:bugs]  #11 Lack support for resource level SEL,11@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/11/
Old bug id 773487 is mapped to new bug id (12),[openhpi:bugs]  #12 Ignore the 1st event log entry,12@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/12/
Old bug id 776508 is mapped to new bug id (13),[openhpi:bugs]  #13 SIGSEGV in saHpiEventLogInfoGet,13@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/13/
Old bug id 776518 is mapped to new bug id (14),[openhpi:bugs]  #14 ResourcesDiscover doesn't work first time,14@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/14/
Old bug id 783689 is mapped to new bug id (15),[openhpi:bugs]  #15 configure is not checking for /usr/bin/pkgconfig,15@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/15/
Old bug id 784022 is mapped to new bug id (16),[openhpi:bugs]  #16 eventlog get error.,16@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/16/
Old bug id 785119 is mapped to new bug id (17),[openhpi:bugs]  #17 el_004 doesn't conform spec,17@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/17/
Old bug id 785188 is mapped to new bug id (18),[openhpi:bugs]  #18 Disable eventlog generate before add new eventlog entry,18@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/18/
Old bug id 785190 is mapped to new bug id (19),[openhpi:bugs]  #19 Disable eventlog generate before add new eventlog entry,19@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/19/
Old bug id 786523 is mapped to new bug id (20),"[openhpi:bugs]  #20 CT el_005, el_006 doesn't pass",20@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/20/
Old bug id 787095 is mapped to new bug id (21),[openhpi:bugs]  #21 Infrastructure should assign domain id instead of plug-in,21@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/21/
Old bug id 788494 is mapped to new bug id (22),[openhpi:bugs]  #22 OpenHPI crash without saHpiDiscovery,22@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/22/
Old bug id 791679 is mapped to new bug id (23),[openhpi:bugs]  #23 Trivial issue in event log conformance tests,23@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/23/
Old bug id 794532 is mapped to new bug id (24),[openhpi:bugs]  #24 ipmi plugin sensor_threshold_event bug,24@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/24/
Old bug id 800635 is mapped to new bug id (25),[openhpi:bugs]  #25 Need to check the return of g_strdup,25@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/25/
Old bug id 801290 is mapped to new bug id (26),[openhpi:bugs]  #26 list_resources hangs on dummy plugin,26@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/26/
Old bug id 804262 is mapped to new bug id (27),[openhpi:bugs]  #27 saEventGet arguments Rdr or RptEntry can be NULL,27@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/27/
Old bug id 810741 is mapped to new bug id (28),[openhpi:bugs]  #28 IPMI functionality not right on website,28@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/28/
Old bug id 811731 is mapped to new bug id (29),[openhpi:bugs]  #29 wrong dataformat for reading of discrete sensor.,29@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/29/
Old bug id 812854 is mapped to new bug id (30),[openhpi:bugs]  #30 saHpiEventGet() Error Checking,30@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/30/
Old bug id 814812 is mapped to new bug id (31),[openhpi:bugs]  #31 text_remote breaks during rpm build,31@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/31/
Old bug id 815518 is mapped to new bug id (32),[openhpi:bugs]  #32 sysfs2hpi plugin doesn't work with libsysfs-0.2,32@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/32/
Old bug id 816301 is mapped to new bug id (33),[openhpi:bugs]  #33 dummy not compiling with gcc-3.3-23 in SuSE.,33@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/33/
Old bug id 816365 is mapped to new bug id (34),[openhpi:bugs]  #34 Inconsistent types warning with gcc-3.3.23,34@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/34/
Old bug id 816380 is mapped to new bug id (35),[openhpi:bugs]  #35 Numerous 'unused variable' warnings with gcc-3.3-23,35@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/35/
Old bug id 824576 is mapped to new bug id (36),[openhpi:bugs]  #36 error mutex operation in saHpiInitialize,36@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/36/
Old bug id 824648 is mapped to new bug id (37),[openhpi:bugs]  #37 The event queue should be cleared after unsubscribe,37@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/37/
Old bug id 825330 is mapped to new bug id (38),[openhpi:bugs]  #38 IPMI plug-in should use mcid instead of ipmi_mc_t,38@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/38/
Old bug id 825332 is mapped to new bug id (39),[openhpi:bugs]  #39 memory cleanup,39@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/39/
Old bug id 825339 is mapped to new bug id (40),[openhpi:bugs]  #40 Change sel_id into sel_entry_id,40@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/40/
Old bug id 825658 is mapped to new bug id (41),[openhpi:bugs]  #41 Inspect snmp_bc plugin to root out memory leaks,41@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/41/
Old bug id 825688 is mapped to new bug id (42),[openhpi:bugs]  #42 Infra not creating empty Inventory RDR on RDRless Resource,42@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/42/
Old bug id 826646 is mapped to new bug id (43),[openhpi:bugs]  #43 core dump if the RptEntry parameter in saHpiEventGet is NULL,43@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/43/
Old bug id 826648 is mapped to new bug id (44),[openhpi:bugs]  #44 session should be closed after exception happens,44@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/44/
Old bug id 831577 is mapped to new bug id (45),[openhpi:bugs]  #45 g_scanner_destroy should be called after exeception happens,45@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/45/
Old bug id 831883 is mapped to new bug id (46),[openhpi:bugs]  #46 openhpi-config program non-existent,46@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/46/
Old bug id 835845 is mapped to new bug id (47),[openhpi:bugs]  #47 watchdog.Run returns always SAHPI_FALSE,47@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/47/
Old bug id 835867 is mapped to new bug id (48),[openhpi:bugs]  #48 watchdog.c: set_watchdog function,48@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/48/
Old bug id 836196 is mapped to new bug id (49),[openhpi:bugs]  #49 The event should be reported to all sessions,49@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/49/
Old bug id 839773 is mapped to new bug id (50),[openhpi:bugs]  #50 operation on illegal memory,50@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/50/
Old bug id 839784 is mapped to new bug id (51),[openhpi:bugs]  #51 memcmp cannot be used to compare SaHpiTextBufferT data,51@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/51/
Old bug id 839809 is mapped to new bug id (52),[openhpi:bugs]  #52 bugs in sf_201,52@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/52/
Old bug id 840180 is mapped to new bug id (53),[openhpi:bugs]  #53 TimerUseExpFlags not set correctly,53@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/53/
Old bug id 840182 is mapped to new bug id (54),[openhpi:bugs]  #54 sysfs plugin needs to be converted,54@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/54/
Old bug id 840185 is mapped to new bug id (55),[openhpi:bugs]  #55 watchdog plugin needs to be converted,55@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/55/
Old bug id 840402 is mapped to new bug id (56),"[openhpi:bugs]  #56 if InitialCount = 0, wdt needs to timeout immediately",56@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/56/
Old bug id 840774 is mapped to new bug id (57),[openhpi:bugs]  #57 blade center should bail earlier if not root epath,57@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/57/
Old bug id 840775 is mapped to new bug id (58),[openhpi:bugs]  #58 Interpretted Sensor Types not right,58@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/58/
Old bug id 840779 is mapped to new bug id (59),[openhpi:bugs]  #59 attempt to read write only value slows down pluggin,59@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/59/
Old bug id 840781 is mapped to new bug id (60),[openhpi:bugs]  #60 hpisel doesn't check if resource has SEL,60@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/60/
Old bug id 840809 is mapped to new bug id (61),[openhpi:bugs]  #61 ResourceTag should be populated,61@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/61/
Old bug id 840840 is mapped to new bug id (62),[openhpi:bugs]  #62 pthread_mutex_lock and KA-BOOM!,62@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/62/
Old bug id 841000 is mapped to new bug id (63),[openhpi:bugs]  #63 saHpiEventGet blocking is done with a busy wait,63@bugs.openhpi.p.re.sf.net,https://sourceforge.net/p/openhpi/bugs/63/
